Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
noyZRhehXRYsiHYDr,Blueberry Headband - DRMD,Concentrate,2016-12-13,2016-12-16,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.06,0.06,0.44,0.0,0.24,0.32,0.0,0.12,0.26,0.0,0.0,,66.6,,,0.35,0.48,,1.28,,,,3.42,0.73,
np9G7PdnyTmPdymRH,Sensi Star,Concentrate,,,11,0.0,0.0,,,,2.17,1.59,0.0,0.0,0.0,0.0,0.0,0.0,7.99,20.85,0.0,3.49,3.7,1.96,8.73,13.55,6.88,4.71,9.16,1.22,0.9,,,,,,,,,,,,,,
npgvgGmCB48xpz4ZF,Tru Blue,Concentrate,2015-09-18,2015-09-18,3,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.02,0.03,0.18,0.3,0.01,0.34,0.11,0.05,0.07,0.14,0.01,0.0,,69.7,,,0.7,0.14,,0.07,,,,1.15,0.74,
nqkwpXtzqn5cDsabE,Sour Kush,Concentrate,,,12,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,,,,,,,,,,,,,
ns8BuJGPxoWkctEbL,Tahoe Cure,Concentrate,2017-01-16,2017-01-18,114,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.05,0.47,0.0,0.0,1.21,0.0,0.0,0.0,0.28,0.0,0.0,,60.9,,,0.33,0.62,,0.69,,,,2.6,0.5,
nsuHAopSewDDkTwBq,Buddha Tahoe x Purple Diesel - CRB,Concentrate,2016-01-12,2016-01-13,,,,0.0,0.01,,0.0,0.03,0.0,0.01,0.0,0.07,0.0,0.19,0.0,0.04,0.03,0.17,0.07,0.01,0.34,0.84,0.04,0.02,0.26,0.01,0.0,,60.3,,,0.12,0.13,,0.02,,,,0.91,0.15,
nuHJN3kR5B73dPpCm,Green Crack Terp Sugar,Concentrate,2016-12-02,2016-12-05,12,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.04,0.08,0.05,0.0,0.23,0.09,0.03,0.0,0.04,0.0,0.0,,67.6,,,0.56,0.31,,0.41,,,,4.71,0.71,
nwMjPiY8xtHAw8hZ4,Blueberry Kush,Concentrate,,,11,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.98,0.0,5.67,8.34,0.0,2.45,16.2,0.0,0.0,,,,,,,,,,,,,,
o25tpco6ByXLiLHgy,Cherry Cream Pie - LRB,Concentrate,2016-11-15,2016-11-17,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.12,0.0,0.0,0.26,0.27,0.02,0.0,0.13,0.0,0.0,,74.2,,,0.4,0.32,,0.45,,,,1.98,0.45,
o34Y5vWW2BSKh83GH,Gorilla Glue - LRB,Concentrate,2016-02-09,2016-02-11,,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.16,0.02,0.4,0.12,0.01,0.74,0.45,0.02,0.07,1.08,0.01,0.0,,58.1,,,0.08,0.05,,0.01,,,,1.18,0.05,
o4hYx8ZALqMeryJdm,Death Star - De-Wax,Concentrate,2016-12-30,2017-01-04,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.05,0.0,0.34,0.19,0.0,0.65,0.42,0.03,0.03,0.84,0.0,0.0,,68.5,,,0.26,0.2,,0.39,,,,2.19,0.96,
o6FC7Sx7owRypHmxW,ZOD - LR,Concentrate,2016-11-15,2016-11-17,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.77,0.05,0.34,0.21,0.01,0.84,0.58,0.2,0.0,1.15,0.0,0.0,,67.9,,,0.59,0.26,,0.45,,,,4.24,0.73,
o9SpL6GmKYMro6LZE,A,Concentrate,2017-01-10,2017-01-11,,,,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.17,0.28,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,,56.1,,,0.3,1.77,,0.59,,,,1.18,1.2,
oFDKYycsJgFzRWsyD,Deathstar,Concentrate,2017-01-31,2017-02-02,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.09,0.0,0.31,0.0,0.0,0.06,0.3,0.11,0.0,0.55,0.79,0.0,0.02,1.13,0.0,0.0,,58.9,,,0.32,0.24,,0.41,,,,2.43,1.85,
oGMqDxQC2myTRGvXw,GMO Rosin,Concentrate,2018-04-24,2018-04-24,12,0.0,0.0,,,,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.1,0.14,0.54,0.17,0.0,1.13,0.55,0.0,0.18,1.18,0.0,0.0,,9.35,0.01,69.78,0.01,0.01,0.01,0.01,,,0.01,0.01,0.06,
oNqsd8fTajs3TPPTo,Death Star Live Resin,Concentrate,2017-03-15,2017-03-17,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.21,0.0,0.0,0.09,0.24,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,,59.3,,,0.27,0.33,,0.42,,,,3.01,1.29,
oPfvmAsh6pc5sSbzy,Lime OG,Concentrate,,,11,0.0,0.0,,,,1.92,0.0,0.0,0.0,0.0,0.0,0.0,9.18,0.0,1.97,6.41,7.26,2.47,0.0,17.81,13.82,1.77,2.27,14.58,1.51,1.01,,,,,,,,,,,,,,
oQqdWF4NMpksLh3he,Sample 16,Concentrate,,,19,,,0.0,0.0,,0.0,0.03,0.0,0.01,0.0,0.08,0.0,0.05,0.0,1.78,0.04,0.22,0.35,0.13,0.36,0.69,0.44,0.07,0.49,0.07,0.0,,,,,,,,,,,,,,
oQxTBXXnzWNBX9ECE,Sample 7,Concentrate,,,19,,,0.0,0.0,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.02,0.23,0.73,0.0,0.46,2.02,0.22,0.1,1.01,0.0,0.0,,,,,,,,,,,,,,
oRWfJX2LsFAg9Yo8G,Mango Widow,Concentrate,2015-11-24,2015-11-28,,,,0.0,0.0,,0.0,0.04,0.0,0.02,0.0,0.05,0.0,0.06,0.0,0.94,0.01,0.08,0.25,0.12,0.18,0.77,0.0,0.09,0.75,0.06,0.02,,63.3,,,0.26,0.11,,0.05,,,,2.58,0.58,
oTmgGbdnGgQThDwWe,Lucky Sleven,Concentrate,2017-09-27,2017-09-27,60,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.24,0.0,0.03,0.28,0.29,0.12,0.0,0.84,0.15,0.02,0.04,0.32,0.0,0.0,,16.25,0.01,68.46,0.01,0.01,1.26,0.01,,,3.25,0.42,0.29,
oTzpTvGPupvLWZJiR,Cannatonic,Concentrate,2016-08-17,2016-08-18,43,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.32,0.0,0.07,0.0,0.05,0.22,0.2,0.07,0.0,0.47,0.25,0.0,0.0,0.19,0.0,0.03,,41.9,,,0.33,0.51,,21.69,,,,1.26,1.0,
oZWgZ78QgkX4CgXbN,Blue Lime Pie Flower Rosin,Concentrate,2017-03-30,2017-04-01,92,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.26,0.22,0.0,0.63,0.31,0.05,0.07,0.58,0.0,0.0,,63.6,,,0.24,0.83,,0.62,,,,1.9,0.86,
oeMejiBWaM4LBBHiv,Afterlife OG - Whole Plant,Concentrate,2016-04-19,2016-04-19,6,,,0.0,0.0,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.07,0.03,0.13,0.19,0.0,0.24,0.44,0.02,0.06,1.06,0.0,0.0,,62.7,,,0.55,0.53,,0.67,,,,2.53,0.92,
of2NTgCe2nDu9C4qk,CBD-LV-01,Concentrate,2017-06-06,2017-06-06,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,0.01,0.01,0.01,0.01,98.82,,,0.79,0.01,0.01,
oiW2SPMZePAhME84K,Sour Diesel Terp Sugar,Concentrate,2016-05-24,2016-05-24,96,,,0.0,0.04,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.02,0.12,0.58,0.07,0.0,1.2,0.16,0.01,0.05,0.49,0.0,0.0,,61.7,,,0.37,0.48,,0.91,,,,1.2,1.04,
oifzSHWazARths47H,Jack Herer- HCFSE,Concentrate,2017-09-20,2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,0.01,57.19,0.01,1.5,1.24,0.01,,,8.71,1.42,0.01,
okn8Xo6poefbczXC2,Princess Vortex #1 LRB,Concentrate,2018-05-01,2018-05-01,,0.0,0.0,,,,0.0,0.11,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.08,0.0,0.37,0.21,0.0,0.28,0.34,0.0,0.11,1.12,0.05,0.0,,0.84,0.01,88.44,0.01,0.01,0.01,0.01,,,4.64,0.01,0.01,
op4PDExe4849nrPWP,Grape OG - B - LR,Concentrate,2016-09-06,2016-09-07,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.15,0.04,0.14,0.08,0.0,0.24,0.82,0.02,0.0,0.28,0.0,0.0,,56.0,,,0.54,0.2,,0.34,,,,3.29,0.84,
ou3m24GtXToRQAK7Y,"""Bag 7""",Concentrate,2016-02-02,2016-02-04,,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.25,0.01,0.08,0.34,0.02,0.17,1.03,0.11,0.06,0.55,0.01,0.0,,60.8,,,0.25,0.06,,0.02,,,,2.49,0.16,
oujbubnzXeuavpqES,Platinum Jack Herer-LR,Concentrate,2017-08-03,2017-08-03,,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.74,0.05,0.0,0.12,0.05,0.92,0.36,0.0,0.07,0.86,0.02,0.0,,2.18,0.01,85.34,0.01,0.27,0.93,0.01,,,5.38,0.01,0.01,
oyymPbMX5BYtXztNG,Sweet Island Skunk,Concentrate,2017-04-28,2017-05-02,87,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.03,0.15,0.13,0.0,0.51,0.65,0.0,0.05,0.4,0.0,0.0,,54.6,,,1.08,0.39,,0.41,,,,2.02,0.47,
ozcbtitRjCPnpXoPN,Lemon G terp,Concentrate,2017-12-18,2017-12-18,,0.0,0.0,,,,0.0,0.09,0.0,0.0,0.0,0.35,0.0,0.92,0.0,0.09,0.47,0.66,0.16,0.07,1.97,6.49,0.81,0.13,1.32,0.06,0.0,,12.56,0.01,46.57,0.01,0.01,0.96,0.01,,,1.8,0.65,0.15,
p5YT56cpCAB3SGAwa,501st OG Full Spectrum,Concentrate,2017-11-30,2017-11-30,14,0.0,0.0,,,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.04,0.22,0.11,0.08,0.0,0.37,0.06,0.02,0.02,0.11,0.0,0.0,,13.98,0.01,75.39,0.01,0.22,0.01,0.01,,,1.32,0.3,0.01,
p6w99XEYHHy2vT5f9,Green C #2,Concentrate,2015-08-07,2015-08-09,49,,,0.0,0.0,,0.0,0.0,0.27,0.01,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.22,0.0,0.0,0.57,0.0,0.0,0.0,0.02,0.0,0.0,,74.3,,,0.18,0.49,,0.07,,,,1.81,0.19,
p9cqCMeBeyZjDgNTA,Cookies n Creme THCa,Concentrate,2017-06-19,2017-06-19,2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,,0.79,0.01,90.75,0.01,0.01,0.01,0.01,,,0.0,0.01,0.01,
pCayePZoRKJkPn6aa,Sour Gorilla - LR,Concentrate,2017-05-08,2017-05-10,,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.05,0.33,0.11,0.0,0.76,0.74,0.0,0.02,1.14,0.0,0.0,70.7,1.4,,,0.0,0.0,0.4,0.0,,,3.31,0.41,0.0,
pCbFbWotmX6PwW6Ca,Clementine,Concentrate,2017-04-11,2017-04-13,42,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.03,0.0,0.04,0.04,0.67,0.0,0.22,1.95,0.0,0.12,0.22,0.0,0.0,,69.1,,,1.75,0.25,,0.43,,,,2.74,0.62,
pDBEeyT5vYRGn2yFP,031318-04 Strawberry Banana LR,Concentrate,2018-03-22,2018-03-22,,0.0,0.0,,,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.35,0.07,0.23,0.13,0.06,0.39,1.18,0.16,0.0,0.65,0.04,0.0,,1.85,0.01,82.56,0.01,0.01,0.01,0.01,,,2.03,0.63,0.01,
pDQqdnFwoZD7Jm2e3,Guice-LRB,Concentrate,2017-04-14,2017-04-18,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.75,0.03,0.09,0.04,0.05,0.3,0.32,0.02,0.01,0.1,0.04,0.0,,68.1,,,0.33,0.21,,0.36,,,,2.78,0.45,
pFewzcWFrFkXMyRgj,SLH Thc-A,Concentrate,2018-03-15,2018-03-15,2,0.0,0.0,,,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.36,0.0,0.08,0.07,0.08,0.11,0.08,0.15,0.04,0.11,0.06,0.03,,1.1,0.01,85.93,0.01,0.01,0.01,0.01,,,6.06,0.01,0.01,
pG29eXuugXnp4wKjZ,Sunshine,Concentrate,2017-04-20,2017-04-22,25,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.11,0.33,0.05,0.0,0.68,0.02,0.0,0.05,0.51,0.0,0.0,,54.6,,,0.3,0.39,,0.5,,,,2.16,0.79,
pHNjbP2mvNbATFiR9,OGKB x Tiramisu Cookie - CR,Concentrate,2016-11-22,2016-11-24,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.11,1.09,0.05,0.0,1.79,0.35,0.06,0.0,0.3,0.0,0.0,,61.0,,,0.0,0.31,,0.0,,,,4.93,1.15,
pHiDYWY5zcjP89tGd,Blueberry Trainwreck Live Resin,Concentrate,2016-01-15,2016-01-17,115,,,0.0,0.0,,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.22,0.0,0.03,0.02,0.22,0.1,0.02,0.5,1.66,0.35,0.05,0.47,0.02,0.0,,61.4,,,0.15,0.14,,0.02,,,,1.65,0.47,
pKgCtdTubE4ugMsWx,Tangie Dream - CR,Concentrate,2016-01-07,2016-01-09,,,,0.0,0.0,,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.76,0.0,0.05,0.19,0.13,0.09,0.48,0.11,0.04,0.47,0.08,0.03,,53.3,,,0.16,0.08,,0.01,,,,8.07,0.12,
pW3SQEtyGSnwGZFXw,OG Cookie Haze - LRB,Concentrate,2017-06-19,2017-06-19,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.02,0.0,0.03,0.0,0.0,,2.17,0.01,81.12,0.01,0.01,0.01,0.01,,,9.11,0.73,0.01,
pX6gQsCjCmKruRbG4,Cheesequake x Galactic Jack,Concentrate,2016-12-01,2016-12-02,116,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.05,0.33,0.12,0.0,0.69,0.15,0.0,0.02,0.27,0.0,0.0,,70.6,,,0.0,0.47,,0.0,,,,2.81,1.01,
pYNXC3mcjaJFpKFRd,040R1,Concentrate,2017-11-18,2017-11-18,,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.03,0.08,0.07,0.0,0.0,0.26,0.02,0.02,0.0,0.02,0.0,0.0,,23.14,0.01,64.69,0.01,0.01,0.81,0.01,,,2.94,0.01,0.4,
paDhSSJsh6YfazqCj,La Affie,Concentrate,2015-12-15,2015-12-16,,,,0.0,0.0,,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.06,0.05,0.17,0.13,0.01,0.47,0.84,0.11,0.02,0.96,0.01,0.0,,64.8,,,0.13,0.06,,0.02,,,,2.22,0.22,
pbMEy6bwZ92zcHEvg,True Blue 2,Concentrate,2015-06-16,2015-06-18,3,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.02,0.0,0.11,0.41,0.0,0.21,0.35,0.21,0.25,0.27,0.0,0.0,,63.8,,,0.23,0.06,,0.06,,,,0.58,0.33,
pbs2R2bZabKt2mu3s,GMO Nug,Concentrate,2017-06-03,2017-06-03,10,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.0,0.0,0.05,0.21,0.0,0.0,0.43,0.03,0.0,0.0,0.16,0.0,0.0,,2.38,0.01,83.41,0.01,0.01,0.44,0.01,,,0.55,0.01,4.34,
pe7wTjXJnJAHPJ3oW,Silver Mountain - 95F,Concentrate,,,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.03,0.33,0.07,0.0,0.57,0.15,0.02,0.03,0.29,0.0,0.0,,,,,,,,,,,,,,
pgTgFgkndgEdpntsQ,Pineapple Sugarcookie,Concentrate,2015-11-24,2015-11-28,,,,0.0,0.0,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.09,0.02,0.16,0.2,0.01,0.35,0.18,0.14,0.06,0.6,0.01,0.0,,65.8,,,1.82,0.16,,0.05,,,,1.0,0.48,
phYS4p6NHz6GzizL3,Pineapple Chunk Craft Cart,Concentrate,2017-08-25,2017-08-25,2,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.12,0.0,0.22,0.0,3.08,0.09,0.09,0.24,0.18,0.46,0.54,0.63,0.18,0.56,0.1,0.0,,40.29,0.01,14.85,0.2,0.32,0.99,0.01,,,5.76,1.19,0.26,
pi8NzbLSvPvtryPj6,041918-03 Viper City OG LRB,Concentrate,2018-05-17,2018-05-17,,0.0,0.0,,,,0.04,0.06,0.0,0.04,0.0,0.0,0.0,0.17,0.0,0.06,0.06,0.15,0.11,0.04,0.27,0.44,0.07,0.04,0.49,0.04,0.0,,2.27,0.01,87.15,0.01,0.01,1.2,0.01,,,2.08,0.01,0.01,
pj683amLZx8hSCMzf,The Mystery Shatter,Concentrate,2016-04-27,2016-04-28,2,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.0,0.04,0.1,0.14,0.0,0.21,0.3,0.0,0.05,0.25,0.0,0.0,,61.1,,,0.35,0.63,,0.58,,,,2.46,0.76,
pjbG7Nq8jtA2cRQzq,Sour Tangie,Concentrate,2016-02-02,2016-02-04,,,,0.0,0.0,,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.31,0.0,0.12,0.15,0.05,0.24,0.4,0.02,0.03,0.86,0.04,0.0,,59.0,,,0.18,0.05,,0.02,,,,1.95,0.09,
pjjYydrKimr4aZj7F,Grateful Chem - LRB,Concentrate,2016-02-23,2016-02-24,,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.26,0.0,0.03,0.09,0.51,0.13,0.0,0.94,0.13,0.02,0.05,0.93,0.0,0.0,,53.1,,,0.1,0.06,,0.03,,,,1.61,0.14,
pn88CsmXn4inLJt56,Passion Flower Thca,Concentrate,2018-03-15,2018-03-15,2,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.05,0.06,0.06,0.08,0.0,0.11,0.22,0.05,0.03,0.13,0.0,0.0,,0.01,0.01,94.14,0.01,0.01,0.01,0.01,,,1.27,0.01,0.01,
pozNPZ22e92QCtJeH,Deathstar,Concentrate,2017-01-03,2017-01-07,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.05,0.18,0.04,0.0,0.41,0.49,0.0,0.0,0.57,0.0,0.0,,67.7,,,0.32,0.22,,0.44,,,,2.72,1.09,
pqPBXPbfXiP4NMWh2,Chem Dawg - LRB,Concentrate,2017-05-04,2017-05-06,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.52,0.02,0.0,1.01,0.07,0.0,0.0,0.32,0.0,0.0,70.8,4.6,,,0.0,0.0,0.44,0.0,,,1.73,0.0,0.19,
psLFCx3XpvPjDh8Rc,Jesus OG - LRB,Concentrate,2016-11-15,2016-11-17,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.0,1.84,0.04,0.08,0.08,0.1,0.32,0.38,0.16,0.0,0.31,0.03,0.0,,72.4,,,0.58,0.24,,0.4,,,,3.48,0.44,
ptssAXnsWPY2YLwne,H. O. Cataract Kush,Concentrate,2016-08-30,2016-09-01,12,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.25,0.08,0.0,0.43,0.09,0.0,0.02,0.26,0.0,0.0,,65.8,,,0.43,0.69,,0.48,,,,2.03,0.58,
pubGS6DfEahapX3mx,Candy Blast  / Loyalty Extracts,Concentrate,2017-02-17,2017-02-21,31,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.64,0.04,0.11,0.13,0.02,0.34,0.14,0.12,0.02,0.28,0.0,0.0,,60.1,,,0.43,1.11,,0.73,,,,5.35,0.76,
pvXc9zWRwkgW6vfmA,Harambe Glue,Concentrate,2017-10-03,2017-10-03,109,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.09,0.0,0.05,0.09,0.31,0.05,0.0,1.08,0.23,0.01,0.08,0.45,0.0,0.0,,42.17,0.01,30.67,0.13,0.01,0.99,0.01,,,1.05,0.29,0.35,
pzSrDcs9W36xBZqpy,Chem - LR,Concentrate,2016-09-28,2016-09-29,,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.34,0.05,0.47,0.11,0.0,0.88,0.49,0.04,0.1,1.09,0.0,0.0,,65.8,,,0.38,0.0,,0.44,,,,2.24,0.76,
q6nAL2SuFXQ8nSrbe,Brianberry Cough,Concentrate,2017-06-12,2017-06-12,3,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.49,0.03,0.08,0.2,0.04,0.3,0.13,0.11,0.04,0.09,0.02,0.0,,7.12,0.01,76.85,0.01,0.01,0.01,0.01,,,6.36,0.73,0.2,
q8pdfakPer7Gx9vsp,Candyland Full Plant Sift Rosin,Concentrate,2017-03-07,2017-03-09,5,,,0.0,0.0,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.01,0.05,0.23,0.25,0.0,0.5,0.18,0.0,0.15,1.42,0.0,0.0,,55.0,,,0.42,0.32,,0.52,,,,2.29,0.65,
qB4iYhqkWoJoeGznD,Strawberry Banana Sherbert,Concentrate,2017-01-03,2017-01-05,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.0,0.12,0.34,0.0,0.41,1.41,0.07,0.05,0.48,0.0,0.0,,67.8,,,0.41,0.28,,0.42,,,,4.34,0.64,
qBFrkkk96EAkkpJyY,HBC-K,Concentrate,2017-03-21,2017-03-23,46,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.11,0.0,0.02,0.05,0.53,0.32,0.0,1.18,0.93,0.03,0.11,0.51,0.0,0.0,,56.3,,,0.97,0.54,,0.75,,,,3.37,0.55,
qCFDdudpRkxgnZvqA,Death Star - LR,Concentrate,2016-08-30,2016-08-30,,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.03,0.37,0.11,0.0,0.62,0.5,0.0,0.03,0.64,0.0,0.0,,58.3,,,0.28,0.36,,0.47,,,,2.15,0.9,
qCafmTFAWapvtPMAE,Death Glue - LR,Concentrate,2016-03-08,2016-03-09,,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,61.4,,,0.22,0.1,,0.02,,,,2.06,2.09,
qDqwgibReYg3CJhFY,GSC Crumble,Concentrate,2018-01-05,2018-01-05,,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.06,0.07,0.44,0.1,0.0,0.71,0.11,0.05,0.05,0.4,0.0,0.0,,1.63,0.01,83.32,0.01,0.01,0.98,0.01,,,2.94,0.25,0.12,
qE4J8FB6jLzCF4RqY,Super Lemon Cookies 012218-05-LRB,Concentrate,2018-01-31,2018-01-31,,0.0,0.0,,,,0.1,0.09,0.0,0.0,0.0,0.07,0.0,0.18,0.0,1.93,0.0,0.17,0.32,0.17,0.17,0.35,0.84,0.07,0.61,0.11,0.05,,3.26,0.0,79.6,0.0,0.0,0.0,0.0,,,7.34,0.72,0.0,
qGrkaFMFsDbtx2MrH,Pineapple Express,Concentrate,,,11,0.0,0.0,,,,2.81,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,2.33,0.0,6.03,33.66,0.0,10.28,23.65,0.0,10.49,8.3,0.0,0.0,,,,,,,,,,,,,,
qKDuXFzDpNJQqaoKo,Mango Punch,Concentrate,2018-03-13,2018-03-13,117,0.0,0.0,,,,0.06,0.07,0.0,0.04,0.0,0.11,0.1,0.13,0.0,0.33,0.08,0.23,0.68,0.07,0.35,1.03,0.2,0.1,0.33,0.06,0.03,,1.54,0.01,70.32,0.01,0.01,4.38,0.01,,,6.74,0.35,0.01,
qM8a8vrdHP9Dt6hYb,GG #4 - Hash Rosin,Concentrate,2016-07-11,2016-07-12,45,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.14,0.4,0.02,0.0,1.1,0.05,0.0,0.04,0.23,0.0,0.0,,67.6,,,0.29,0.31,,0.56,,,,1.74,0.89,
